Title,Content,URL,Program
"As a CalPERS retiree, am I eligible for any of the California state-sponsored dental plans?","Only retired state employees are eligible for the state-sponsored dental plans. If you have questions about eligibility, please contact CalPERS.",https://calhr.benefitsprograms.info/state-retiree/retiree-dental-benefits/,Retiree Dental Benefits
Can a surviving spouse add other dependents during open enrollment?,"Yes, but only if the dependents had a relationship to the deceased retiree prior to the retiree’s death.",https://calhr.benefitsprograms.info/state-retiree/retiree-dental-benefits/,Retiree Dental Benefits
What happens if I have insufficient funds in my retirement warrant to pay my share of the premium?,"You may request, in writing, to pay the balance directly to CalPERS. For more information on this process, contact CalPERS at (888) 225-7377 / TTY (877) 249-7442.",https://calhr.benefitsprograms.info/state-retiree/retiree-dental-benefits/,Retiree Dental Benefits
"Once I’ve selected a dental plan, may I change dental plans if my dentist cancels their contract with the dental carrier?","No. You may change dental plans outside the annual open enrollment period only if your dental plan is no longer available to you. For example, if you move to an area where your dental plan is more than 50 miles from your residence, you may enroll in another plan. If you have any questions, contact CalPERS.",https://calhr.benefitsprograms.info/state-retiree/retiree-dental-benefits/,Retiree Dental Benefits
What should I do if I have a problem or complaint regarding my dental plan or dentist?,"Many problems can be resolved by contacting your dental plan’s customer service department. You should also refer to the complaint procedure outlined in your dental plan evidence of coverage booklet, which is available from your dental carrier.",https://calhr.benefitsprograms.info/state-retiree/retiree-dental-benefits/,Retiree Dental Benefits
What should I do if the payroll deduction for my dental plan is incorrect or does not show on my warrant stub?,"When you enroll in a state-sponsored dental plan or change coverage, it is important to carefully check your retirement warrant to verify that the premium is being paid to the correct dental plan. If the deduction is incorrect or has not started by the effective date, report the discrepancy to CalPERS Member Account Management Division at (888) 225-7377 / TTY (877) 249-7442.",https://calhr.benefitsprograms.info/state-retiree/retiree-dental-benefits/,Retiree Dental Benefits
"If I enroll in a prepaid dental plan, will I receive an identification card?","Yes. Shortly after your eligibility is established by your dental plan and you have selected a dentist, you will receive an identification card. The card is a reminder of which dental office you selected. Please confirm the address and telephone number of your selected dental provider with your dental plan carrier.",https://calhr.benefitsprograms.info/state-retiree/retiree-dental-benefits/,Retiree Dental Benefits
What if there are no participating dentists in my service area for any of the prepaid plans?,"If you are unable to locate a participating provider within 50 miles of your residence, contact the plan’s customer service for assistance. If it is determined that there are no prepaid providers in your service area, contact CalPERS for further assistance.",https://calhr.benefitsprograms.info/state-retiree/retiree-dental-benefits/,Retiree Dental Benefits
What happens if I am enrolled in a prepaid plan and move out of California?,"The state-sponsored prepaid plans are only offered in California. Before you move out of the state, contact CalPERS to change your dental plan. Be sure to inform them of your moving date.",https://calhr.benefitsprograms.info/state-retiree/retiree-dental-benefits/,Retiree Dental Benefits
May I choose any dentist I want if I enroll in a prepaid plan?,No. The dentists available through each prepaid plan have contracted with that plan to provide services to its enrollees. Your dentist choice is restricted to dentists who have contracted with your plan. Contact the dental plan directly to obtain a list of its participating dentists or to verify whether a particular dental provider is on the plan’s list.,https://calhr.benefitsprograms.info/state-retiree/retiree-dental-benefits/,Retiree Dental Benefits
"Once I have selected a prepaid dentist and/or dental office, do I have to remain there?","No. If for any reason you feel you need to change your dentist or dental office, simply contact your dental plan. The customer service representative will assist you in locating another dentist from the plan’s list of participating dentists.",https://calhr.benefitsprograms.info/state-retiree/retiree-dental-benefits/,Retiree Dental Benefits
What happens if my dentist decides to no longer participate in my prepaid plan?,"Your dental plan will notify you if your dentist stops participating in the plan. You will be provided with the name of a new dentist or given the opportunity to select another participating dentist within 50 miles of your residence. If you are unable to locate another participating dentist in your area, contact CalPERS.",https://calhr.benefitsprograms.info/state-retiree/retiree-dental-benefits/,Retiree Dental Benefits
Do I have to pay monthly premiums for my dependents or myself if I enroll in a prepaid plan?,No. The State of California pays 100 percent of the monthly premium for you and your dependents enrolled in a prepaid plan.,https://calhr.benefitsprograms.info/state-retiree/retiree-dental-benefits/,Retiree Dental Benefits
Do I have to pay an annual deductible if I am enrolled in a prepaid plan?,No. There is no annual deductible.,https://calhr.benefitsprograms.info/state-retiree/retiree-dental-benefits/,Retiree Dental Benefits
What cost share can I expect to pay if I enroll in a prepaid plan?,"Depending on the type of dental service performed, you could be charged a co-payment. Co-payments are payable at the time the service is rendered. For a listing of covered dental services and applicable co-payments, please see​ C​overage and Costs for Certain Procedures: Prepaid Plans​​.​",https://alliantbenefits.cld.bz/calhr2022dentalbookretirees/25/,Retiree Dental Benefits
What actions should I take in an emergency if I am enrolled in a prepaid plan?,"Contact your dentist or dental office. If the emergency occurs after normal business hours, you are advised that there is no plan provider available, or you are more than 50 miles from your selected plan provider, you may receive treatment for the relief of pain from any non-plan provider. You must call your dental plan before obtaining out-of-area emergency care. Your plan will reimburse up to $400 per enrolled member per calendar year for emergency services.",https://calhr.benefitsprograms.info/state-retiree/retiree-dental-benefits/,Retiree Dental Benefits
How do I access specialist services?,"The prepaid plans offer services in most dental specialties, including periodontics (treatment of diseased gums and bones), endodontics (root canal therapy), and oral surgery procedures. If your dental provider refers you to a specialist, the referral must be approved by the prepaid dental plan.",https://calhr.benefitsprograms.info/state-retiree/retiree-dental-benefits/,Retiree Dental Benefits
Do my dependents have the same level of benefits that I do in my prepaid plan?,"Yes, your dependents have the same level of benefits as you do.",https://calhr.benefitsprograms.info/state-retiree/retiree-dental-benefits/,Retiree Dental Benefits
"If I am not currently enrolled in a prepaid plan, what things should I consider before I decide to change dental plans?","Is it important to you to maintain your current dentist?
If your answer is no, enrolling in a prepaid plan and selecting one of its participating dental providers may be a good choice for you.

Is the location of your dentist an issue for transportation purposes?
If your answer is yes, you may want to review the list of participating dental providers for each prepaid plan. You may find a provider within easy access by car or public transportation.

Are your out-of-pocket dental costs a significant financial consideration?
If your answer is yes, you should know that the prepaid plans have no monthly premium cost share or annual deductible and most services are provided at little or no cost to you.

Do you live outside of California?
If your answer is yes, you need to be aware that the prepaid plans are only available in California.",https://calhr.benefitsprograms.info/state-retiree/retiree-dental-benefits/,Retiree Dental Benefits
How can I find out more about the state-sponsored prepaid dental plans?,"Before changing plans, it is recommended that you request a copy of the plan brochure and a list of participating dental providers for any plans you are considering. Review this information and select a dentist from the provider list prior to changing plans. For more information or to obtain a list of each plan’s member dentists, please call or visit the websites listed below:

Prepaid Dental Plans
DeltaCare USA

P.O. Box 1803
Alpharetta, GA 30023

(800) 422-4234
www.deltadentalins.com/state/

Premier Access
8890 Cal Center Drive
Sacramento, CA 95826
(888) 534-3466
www.socdhmo.com

MetLife*

P.O. Box 14410
Lexington, KY 40512-4401

(800) 880-1800
 www.metlife.com/safeguard/soc/

Western Dental

530 South Main Street, 1st Floor
Orange, CA 92868

(866) 859-7525
www.westerndental.com/state-of-ca

*Benefits provided by SafeGuard Health Plans, Inc., a MetLife company.

Delta Dental Plans
Delta Dental

P.O. Box 997330
Sacramento, CA 95899-7330
(800) 225-3368

www.deltadentalins.com/state

If you decide to change dental plans, be aware that the prepaid plans provide less flexibility and you are required to choose your dentist from a list of participating dentists. However, the prepaid plans provide benefits at a lower cost to you.",https://calhr.benefitsprograms.info/state-retiree/retiree-dental-benefits/,Retiree Dental Benefits
What is my Delta Dental PPO plus Premier Group Number?,Your Delta Dental PPO plus Premier group number is 9949.,https://calhr.benefitsprograms.info/state-retiree/retiree-dental-benefits/,Retiree Dental Benefits
Will I receive an ID card?,"Delta Dental will send you an identification card indicating your dental group number. When you or a covered dependent goes to the dentist, you will need to provide this group number (9949) and the Social Security number of the state retiree. The dental office will verify your eligibility and covered benefits directly with Delta Dental.",https://calhr.benefitsprograms.info/state-retiree/retiree-dental-benefits/,Retiree Dental Benefits
Do I have to complete a claim form when I go to a Delta Dental dentist?,"Although claim forms are required, the forms will be completed for you at no charge if you receive services from a participating Delta Dental dentist. If you receive services from a non-Delta Dental dentist, you may be required to complete the forms yourself or pay a fee to have the dentist’s office complete the forms for you.",https://calhr.benefitsprograms.info/state-retiree/retiree-dental-benefits/,Retiree Dental Benefits
How do I obtain an evidence of coverage booklet for the Delta Dental PPO plus Premier plan?,"When you enroll in the Delta Dental PPO plus Premier plan, Delta Dental mails you an evidence of coverage booklet with your ID card.  CalPERS also may have a small supply of these booklets. If you do not receive your booklet, contact Delta Dental at (800) 225-3368 to request an evidence of coverage booklet for group number 9949.  You may also obtain a copy by going to Delta Dental’s website at ​www.deltadentalins.com/state.",https://calhr.benefitsprograms.info/state-retiree/retiree-dental-benefits/,Retiree Dental Benefits
What coverage is provided under the Delta Dental PPO plus Premier Basic plan?,"For a summary of the benefits available under the Delta Dental PPO plus Premier plan, please review the dental handbook.

​For a detailed explanation of the limitations and exclusions of the Delta Dental PPO plus Premier Basic plans, consult the evidence of coverage booklet.",https://calhr.benefitsprograms.info/state-retiree/retiree-dental-benefits/,Retiree Dental Benefits
What is my PPO Group Number?,Your PPO group number is 9946.,https://calhr.benefitsprograms.info/state-retiree/retiree-dental-benefits/,Retiree Dental Benefits
Will I receive an ID card?,"Delta Dental will send you an identification card indicating your dental group number. When you or a covered dependent goes to the dentist, you will need to provide this group number (9946) and the Social Security number of the state retiree. The dental office will verify your eligibility and covered benefits directly with Delta Dental.",https://calhr.benefitsprograms.info/state-retiree/retiree-dental-benefits/,Retiree Dental Benefits
Do I have to complete a claim form when I go to a PPO dentist?,"Although claim forms are required, the forms will be completed for you at no charge if you receive services from a participating PPO dentist. 

If you receive services from a non-Delta Dental dentist, you may be required to complete the forms yourself or pay a fee to have the dentist’s office complete the forms for you. The dental office should be able to provide you with the claim form or you may contact Delta Dental to have a claim form sent to you.",https://calhr.benefitsprograms.info/state-retiree/retiree-dental-benefits/,Retiree Dental Benefits
How do I obtain an evidence of coverage booklet for the PPO plan?,"When you enroll in the PPO plan, Delta Dental will mail you an evidence of coverage booklet with your ID card. CalPERS also may have a small supply of these booklets. If you do not receive your booklet, contact Delta Dental at (800) 225-3368 to request an evidence of coverage booklet for group 9946. You may also obtain a copy by going to Delta Dental’s website at ​www.deltadentalins.com/state.",https://calhr.benefitsprograms.info/state-retiree/retiree-dental-benefits/,Retiree Dental Benefits
What is the level of benefits under the PPO plan?,"For a summary of the benefits available under the Delta Dental PPO plan, please review the dental handbook .

For a detailed explanation of the limitations and exclusions of the Delta Dental PPO plan, consult the evidence of coverage booklet.​",https://calhr.benefitsprograms.info/state-retiree/retiree-dental-benefits/,Retiree Dental Benefits
Retiree Vision Benefits,"As a State of California retiree, you are eligible to enroll in the state’s Retiree Vision Program, which is offered through VSP Vision. The Retiree Vision Program provides vision care coverage for you and your eligible dependents.

You have 60 days from the date of your retirement to enroll in a Retiree Vision Plan. Please work with your departmental personnel to assist you with enrollment options and check your eligibility. If you do not enroll within 60 days of your retirement date, your next opportunity to enroll in the Retire Vision Program will be the yearly open enrollment.

When you are newly enrolled in the Retiree Vision Plan, you will automatically receive three months of direct bills from VSP while VSP sets up the automatic deductions from your CalPERS warrant. After the three-month period, premiums are deducted directly from your CalPERS retirement allowance.

It is important that you keep your home/mailing address current at all times for your VSP membership file and your CalPERS account, even if your retirement check is deposited directly to your bank account. An accurate mailing address ensures that you receive timely information regarding your state vision benefits that CalHR and VSP mail to you.

For updates to your CalPERS address on file, please report address changes to CalPERS at the address below (be sure to include your MyCalPERS ID and telephone number):

California Public Employees’ Retirement System
Health Account Management Division
P. O. Box 942715
Sacramento, CA 94229-2715

For updates to your VSP membership profile, please report address changes to VSP by calling the Customer Care at (800) 400-4569. Let them know you are a State of California Retiree and need to update your membership profile information.

If you are a retired state employee and have any questions regarding your eligibility, please contact VSP Customer Care at (800) 400-4569 or email stateofca@vsp.com.",https://calhr.benefitsprograms.info/state-retiree/retiree-vision-benefits/,Retiree Vision Benefits
When will retirees receive Open Enrollment and benefit information?,State of California retirees will receive Open Enrollment materials in the mail just prior to the annual Open Enrollment period to help them choose their vision coverage.​,https://calhr.benefitsprograms.info/state-retiree/retiree-vision-benefits/,Retiree Vision Benefits
How do retirees enroll in the Retiree Vision Plan during Open Enrollment?,"During Open Enrollment, retirees may enroll by choosing one of these convenient options:

Visit VSP at stateofcaretiree.vspforme.com to enroll online.
Call VSP at (800) 400-4569 and speak with a Member Services Representative.​",https://calhr.benefitsprograms.info/state-retiree/retiree-vision-benefits/,Retiree Vision Benefits
When is the enrollment effective?,The effective date for actions taken during Open Enrollment will be January 1st of the following year.,https://calhr.benefitsprograms.info/state-retiree/retiree-vision-benefits/,Retiree Vision Benefits
Do retirees need to reenroll in the Retiree Vision Plan every year?,No. Benefit coverage automatically continues unless the retiree cancels during an Open Enrollment after the minimum 12-month enrollment period has been completed.​,https://calhr.benefitsprograms.info/state-retiree/retiree-vision-benefits/,Retiree Vision Benefits
Will retirees be automatically enrolled in the Retiree Vision Plan?,No. Retirees must enroll in the Retiree Vision Plan within 60 days of retirement or during Open Enrollment.,https://calhr.benefitsprograms.info/state-retiree/retiree-vision-benefits/,Retiree Vision Benefits
Is Retiree Vision coverage impacted or canceled if a retiree is enrolled in Medicare?,"Retiree vision coverage is not impacted or canceled if a retiree is enrolled in Medicare.

A retiree may be enrolled in both the state Retiree Vision Plan as well as the Medicare vision plan if they choose to be.",https://calhr.benefitsprograms.info/state-retiree/retiree-vision-benefits/,Retiree Vision Benefits
What benefits does the plan cover?,"For information about your vision plan, please visit​ the VSP website. ",https://calhr.benefitsprograms.info/state-retiree/retiree-vision-benefits/,Retiree Vision Benefits
Will the Vision plan also cover retirees' dependents?,Yes. Eligible dependents may also be covered. Retirees will need to list dependent information on the enrollment form at the time of enrollment. Dependent children under the age of 26 are eligible for benefits.,https://calhr.benefitsprograms.info/state-retiree/retiree-vision-benefits/,Retiree Vision Benefits
What information do retirees need to provide to enroll dependents?,"Retirees must provide each dependent’s name, social security number, date of birth, and relationship to the enrolled retiree.​",https://calhr.benefitsprograms.info/state-retiree/retiree-vision-benefits/,Retiree Vision Benefits
Are retirees able to enroll in the Retiree Vision Plan after Open Enrollment?,Retirees who do not enroll during Open Enrollment can enroll during the next Open Enrollment.,https://calhr.benefitsprograms.info/state-retiree/retiree-vision-benefits/,Retiree Vision Benefits
"If a retiree elects COBRA for up to 18 months at the time of retirement, does the retiree have to wait until the next Open Enrollment to enroll in the Retiree Vision Plan?","No. The end of COBRA is considered a permitting event which allows the member to enroll in the Retiree Vision Plan within 60 days of the COBRA termination date. Contact CalHR at vision@calhr.ca.gov for more information.

When your 18 months end, you can visit the VSP website and select End of COBRA Enrollment Form. Complete the form and submit it directly to VSP by email, fax, or mail to enroll in a Retiree Vision Plan.​",https://calhr.benefitsprograms.info/state-retiree/retiree-vision-benefits/,Retiree Vision Benefits
"Once enrolled, can retirees cancel their Retiree Vision Plan coverage?","Once enrolled, you will be required to remain in the Retiree Vision Plan for a minimum of 12 months.

Retirees may cancel their plan during an annual Open Enrollment period if they have completed the 12-month minimum enrollment period. The cancellation is effective January 1 of the following year. Retirees may also cancel their plan coverage if they have a qualifying event.​",https://calhr.benefitsprograms.info/state-retiree/retiree-vision-benefits/,Retiree Vision Benefits
Are domestic partners eligible for Retiree Vision Plan coverage?,Yes. Registered domestic partners are eligible dependents.,https://calhr.benefitsprograms.info/state-retiree/retiree-vision-benefits/,Retiree Vision Benefits
Are disabled dependents eligible for Retiree Vision Plan coverage?,Yes. Registered disabled dependents are eligible.,https://calhr.benefitsprograms.info/state-retiree/retiree-vision-benefits/,Retiree Vision Benefits
Are California State University (CSU) members eligible for the State of California Retiree Vision Plan?,No. Only State of California (non-CSU) retirees and eligible dependents may enroll in these plans. CSU Retirees should contact CSU for additional information.,https://calhr.benefitsprograms.info/state-retiree/retiree-vision-benefits/,Retiree Vision Benefits
Can retirees be enrolled in multiple Vision plans?,Yes. A retiree can enroll in the Retiree Vision Plan and be enrolled in another vision plan.,https://calhr.benefitsprograms.info/state-retiree/retiree-vision-benefits/,Retiree Vision Benefits
Can retirees add dependents after Open Enrollment?,"Retirees may add dependents after Open Enrollment only if a family status change (permitting event) as defined by the state has occurred. If a family status change has not occurred, retirees may add dependents during the next Open Enrollment.​",https://calhr.benefitsprograms.info/state-retiree/retiree-vision-benefits/,Retiree Vision Benefits
Does the Retiree Vision Plan have insurance I.D. cards?,"No. VSP does not provide insurance I.D. cards. To use the VSP plan, the VSP member should select a VSP doctor, make an appointment and tell the doctor they are a VSP member. If retirees need help locating a VSP doctor, call VSP toll-free at (800) 400-4569 or log on to VSP’s website.​",https://calhr.benefitsprograms.info/state-retiree/retiree-vision-benefits/,Retiree Vision Benefits
Retiree Health Benefits,Retiree Health Benefits,https://www.calpers.ca.gov/page/retirees,Retiree Health Benefits
Retiree Group Legal Insurance Plan,"The state offers a Retiree Group Legal Services Insurance Plan to all eligible employees who retire from state service, and current retirees and annuitants. The Plan is an important part of the state’s benefits package because it connects you with network attorneys and other legal resources to help you resolve life’s legal issues. As a member of the state’s Retiree Group Legal Services Insurance Plan, you can face your problems with more confidence using the resources and services available to you.",https://calhr.benefitsprograms.info/state-retiree/retiree-group-legal-insurance-plan/,Retiree Group Legal Insurance Plan
General Information,"Covered Services
The Retiree Group Legal Services Insurance Plan is a voluntary, retiree-paid plan that provides comprehensive legal coverage. It is designed to meet the most common personal legal needs of an individual and their family. Covered services include:

100% Paid-in-Full Network Attorney Fees for Most Covered Matters, including Coverage for in-office Advice, Representation and Consultation
The Plan pays 100 percent of network attorney fees for most covered matters. Once you have enrolled in the Plan:

You’ll receive a welcome kit containing information on how to access resources and network attorneys.
If you need to work with an attorney in the office, you have access to hundreds of California attorneys who belong to the ARAG attorney network. 
Network attorney fees for most covered matters are paid in full unless the Plan indicates the covered matter is subject to an hourly limit.
The Plan does not provide coverage for certain costs such as filing fees, reporters’ fees, court reporters’ fees, expert witness fees and other related expenses.
You also have the flexibility of using an attorney who is not part of the network. In this case, if the matter is covered by the Plan, you would file an indemnity claim for the attorney fees you paid and be reimbursed up to the amount specified in the Plan.
The Plan’s covered services include, but are not limited to:

Will and trust preparation
Domestic matters (divorce, child support, custody, visitation, alimony, adoption)
Bankruptcy proceedings
Consumer protection
Defense of criminal misdemeanors
Debt collection
Buying or selling a home",https://calhr.benefitsprograms.info/state-retiree/retiree-group-legal-insurance-plan/,Retiree Group Legal Insurance Plan
General Information,"The Plan also Includes Identity Theft Protection, Which Encompasses the Following Services:
Single-bureau credit monitoring
Internet surveillance
Identity theft insurance (up to $1 million**)
Full-service identity restoration
Lost wallet services
Change of address monitoring
Child identity monitoring
After enrolling, be sure to sign up for identity theft monitoring services by logging into your account at ARAGlegal.com/account.

Create a new member account or log in to your existing account.
On the member home page select Tools and then Identity Theft. Follow the Activate Monitoring prompts to create a new account to initiate online monitoring. Here you can also activate monitoring for family members that are covered by your plan.",https://calhr.benefitsprograms.info/state-retiree/retiree-group-legal-insurance-plan/,Retiree Group Legal Insurance Plan
General Information,"Toll-free Telephone Legal Advice
The Plan also provides a convenient toll-free number – (800) 511-4007 – that gives the Plan member access to a telephone network attorney for legal advice on most personal legal issues (no limitation imposed on the number of calls or the length of the calls). These attorneys can also assist members with preparing and reviewing a simple will and other personal legal documents.

Note: Telephone consultation cannot be used for legal matters that are specifically excluded from the Plan (e.g., the Plan member cannot use the Plan for phone consultation regarding a grievance they have filed against the state). Telephone consultation service is available Monday – Friday from 9:00 a.m. – 5:00 p.m., Pacific Time.",https://calhr.benefitsprograms.info/state-retiree/retiree-group-legal-insurance-plan/,Retiree Group Legal Insurance Plan
General Information,"Preventive Legal Services
For matters that are not specifically excluded, the Plan provides four hours annually that can be used for in-office advice, representation, or preventive services.",https://calhr.benefitsprograms.info/state-retiree/retiree-group-legal-insurance-plan/,Retiree Group Legal Insurance Plan
General Information,"Other Legal Services
DIY Docs®: This is an online document creation tool with a variety of legally valid documents, including state-specific templates for wills, powers of attorney and more.  
Reduced-Fee Legal Services: If your matter is not fully covered and is not listed under “exclusions” in your Plan document, you are eligible to receive the reduced-fee benefit and work with a local network attorney who will provide legal services at a rate reduced by at least 25 percent off the network attorney’s normal hourly rate. 
Reduced Contingency Fees: Network attorneys can represent you under a contingency fee arrangement. The fee paid to the attorney is based on the success of your case and is a percentage of the amount of money awarded. The Plan member is responsible for paying any costs.
Learning Center: All eligible retirees have access to an online collection of educational articles, informational guidebooks and short videos that provide helpful tips regarding timely legal and financial topics.
Mobile App: Provides a variety of tools, including searching for network attorneys, starting a will or traffic ticket case, and contacting ARAG. To install the app, visit the App Store (Apple) or Google Play (Android) and search for ARAG.",https://calhr.benefitsprograms.info/state-retiree/retiree-group-legal-insurance-plan/,Retiree Group Legal Insurance Plan
General Information,"Exclusions
There are certain legal services that are specifically excluded from coverage in the Plan. Some of these services are as follows:

Matters against us, the policyholder or an insured against the interests of the named insured under the same certificate.
Legal services arising out of a business interest, investment interests, employment matters, employee benefits, your role as an officer or director of an organization, and patents or copyrights.
Legal services in class actions, punitive damages, personal injury, malpractice, court appeals or post judgments (settlement agreement signed by all parties, final binding arbitration, judgment issued by a court).
Legal services deemed by us to be frivolous or lacking merit, or in actions where you are the plaintiff and the amount we pay for your legal services exceeds the amount in dispute, or in our reasonable belief you are not actively and reasonably pursuing resolution in your case.",https://calhr.benefitsprograms.info/state-retiree/retiree-group-legal-insurance-plan/,Retiree Group Legal Insurance Plan
Enrollment,"Prior to retiring, your personnel office should provide you an enrollment packet if you wish to continue the Group Legal Services Insurance Plan into retirement. If you do not receive a packet, contact ARAG at (800) 511-4007 to request an enrollment packet. Follow the directions in your enrollment packet to enroll.

Upon retiring, you will have 60 days to elect to enroll. If you do not enroll upon retirement, you must wait until the next open enrollment period to enroll.

If you are enrolled in the Plan as an active employee, you must enroll in the retiree Plan within 60 days of retiring for your benefits to continue.  Your membership will not automatically continue into retirement.

To enroll or change your coverage due to a permitting event (e.g., marriage, divorce, legal separation, child losing eligibility due to age or marriage, death of a spouse or child, primary member leaving state service, or a new domestic partner certification), you must submit an enrollment form within 60 days of the event.

To enroll or make changes by phone, please contact ARAG Customer Care:

Monday-Friday, 5:00 a.m. – 5:00 p.m., Pacific Time
Toll-free (800) 511- 4007
TTY (800) 383-4184 (or 711 to reach a relay operator)

To enroll or make changes by mail or fax, complete the Retiree Group Legal Services Insurance Enrollment Authorization (Form 200686) and mail or fax it to ARAG Insurance. Please retain a copy for your records.

Mail or fax completed forms to ARAG Insurance at:

ARAG Insurance Company
500 Grand Avenue Suite 100
Des Moines, IA  50309-9958
Fax: (515) 246-8816

For more information, please contact Grouplegal@calhr.ca.gov

Open Enrollment
Open Enrollment for the Retiree Group Legal Services Insurance Plan is traditionally held annually in the Fall.

During Open Enrollment, eligible retirees can enroll in the Plan and current participants can change their plan coverage and add or delete eligible dependents. If you’re already enrolled in the Plan as a retiree, you do not need to re-enroll, as coverage continues automatically.

Eligible retirees will receive enrollment packets prior to Open Enrollment. If you don’t receive a packet, please contact ARAG at (800) 511-4007.

Open Enrollment transactions will have a January 1 effective date.

Enrollment
During Open Enrollment, eligible state retirees can enroll online by visiting ARAGlegal.com/socretiree and selecting the “Choose Retirement Plan”, “View Plans”, and “Enroll Now” tabs to enroll.

To enroll by phone, please contact ARAG Customer Care:

Monday-Friday, 5:00 a.m. – 5:00 p.m., Pacific Time
Toll-free (800) 511- 4007
TTY (800) 383-4184 (or 711 to reach a relay operator)

To enroll by mail or fax, complete the Retiree Group Legal Services Insurance Enrollment Authorization (Form 200686) and mail or fax it to ARAG Insurance. Please retain a copy for your records.

Mail or fax completed forms to ARAG Insurance at:

ARAG Insurance Company
500 Grand Avenue Suite 100
Des Moines, IA  50309-9958
Fax: (515) 246-8816

For more information, please contact Grouplegal@calhr.ca.gov",https://calhr.benefitsprograms.info/state-retiree/retiree-group-legal-insurance-plan/,Retiree Group Legal Insurance Plan
